R,G,B,Is Plant
69,101,249,False
12,164,203,False
249,160,192,False
213,247,129,True
15,111,61,True
207,98,115,False
20,89,146,False
182,191,81,True
248,68,229,False
207,10,137,False
102,211,162,True
255,243,152,False
238,164,252,False
94,188,170,True
39,217,100,True
202,33,18,False
47,48,168,False
49,196,32,True
223,194,80,False
97,44,168,False
230,19,63,False
86,157,229,False
81,252,27,True
21,254,185,True
196,251,189,True
238,0,109,False
156,227,231,False
186,214,77,True
58,238,76,True
140,248,0,True
243,232,39,False
99,77,175,False
76,54,231,False
149,200,99,True
43,243,210,True
115,106,244,False
75,54,1,False
107,0,218,False
31,114,105,True
156,87,101,False
9,66,103,False
215,211,245,False
84,67,75,False
195,152,88,False
166,5,174,False
129,220,80,True
210,19,146,False
21,2,214,False
110,204,146,True
215,133,55,False
51,122,96,True
107,40,66,False
52,254,222,True
35,38,162,False
221,164,36,False
35,134,50,True
197,251,136,True
163,37,199,False
243,194,250,False
70,125,226,False
58,194,114,True
159,158,136,False
18,11,85,False
189,18,185,False
208,126,178,False
196,230,67,True
129,70,0,False
128,252,29,True
56,53,160,False
80,177,196,False
44,207,223,False
222,175,11,False
160,108,215,False
251,230,214,False
235,169,194,False
132,174,41,True
44,244,6,True
193,65,185,False
22,97,210,False
221,218,27,False
81,158,146,True
194,32,162,False
73,244,124,True
1,48,31,True
57,129,215,False
69,19,120,False
22,118,203,False
203,153,9,False
184,188,0,True
142,103,128,False
246,85,116,False
147,233,78,True
143,146,150,False
214,240,30,True
168,205,69,True
254,210,242,False
175,112,15,False
191,191,108,False
86,137,228,False
214,45,97,False
220,233,228,True
175,101,49,False
124,245,105,True
209,83,172,False
17,151,35,True
152,23,88,False
87,45,122,False
7,186,18,True
158,89,237,False
234,251,167,True
137,112,20,False
115,91,105,False
158,158,78,False
44,206,186,True
128,145,58,True
233,25,115,False
203,31,76,False
198,204,242,False
93,49,155,False
126,5,47,False
137,34,11,False
9,19,153,False
249,209,14,False
11,222,88,True
53,196,142,True
164,223,248,False
246,171,142,False
132,156,4,True
89,1,228,False
51,254,141,True
222,143,236,False
43,70,246,False
0,112,50,True
76,0,240,False
59,24,247,False
148,220,173,True
176,229,246,False
192,201,93,True
249,27,96,False
213,46,244,False
173,239,128,True
1,131,144,False
163,63,224,False
15,32,2,True
199,77,188,False
16,147,185,False
161,62,138,False
5,146,253,False
52,128,97,True
219,206,34,False
99,86,93,False
118,157,174,False
64,83,171,False
93,43,131,False
73,204,34,True
154,117,239,False
209,205,201,False
156,144,135,False
198,101,34,False
155,9,248,False
90,229,135,True
25,188,142,True
197,179,157,False
107,58,23,False
109,99,150,False
64,44,174,False
234,221,165,False
178,87,40,False
94,93,218,False
48,140,145,False
119,142,217,False
212,139,225,False
162,237,238,False
8,197,92,True
246,248,36,True
93,193,102,True
60,175,125,True
217,236,203,True
115,249,206,True
137,39,243,False
177,17,209,False
26,63,175,False
27,38,41,False
145,38,216,False
202,183,46,False
153,217,96,True
254,244,233,False
92,2,214,False
225,50,152,False
16,212,190,True
231,68,124,False
96,50,32,False
212,5,219,False
121,233,74,True
213,150,148,False
226,147,209,False
98,127,39,True
159,68,58,False
165,248,137,True
169,117,238,False
6,77,39,True
77,86,32,True
147,165,195,False
5,200,203,False
141,239,138,True
109,4,176,False
202,180,228,False
90,89,92,False
46,14,83,False
236,251,57,True
92,217,98,True
217,59,85,False
22,154,34,True
116,157,19,True
249,34,128,False
45,136,205,False
116,65,66,False
115,68,150,False
223,234,69,True
161,173,45,True
218,73,156,False
3,99,140,False
185,40,137,False
196,189,57,False
246,47,136,False
229,74,80,False
81,165,38,True
83,180,93,True
209,190,194,False
237,189,166,False
207,177,123,False
179,124,219,False
201,145,194,False
132,213,152,True
62,97,92,True
151,191,212,False
203,60,171,False
237,143,175,False
153,213,62,True
155,127,218,False
61,168,175,False
71,99,246,False
60,191,204,False
77,248,99,True
13,202,132,True
11,12,53,False
201,28,238,False
209,79,21,False
98,114,47,True
60,220,214,True
140,23,236,False
236,220,70,False
1,139,140,False
164,217,71,True
101,16,68,False
78,105,242,False
136,113,131,False
155,105,137,False
202,92,67,False
2,168,135,True
222,88,142,False
236,3,53,False
1,63,51,True
97,252,137,True
143,8,160,False
28,95,207,False
57,108,121,False
83,129,254,False
235,7,248,False
225,126,204,False
162,13,97,False
206,212,153,True
190,169,56,False
22,171,159,True
8,251,210,True
147,88,169,False
74,99,250,False
6,112,194,False
113,227,2,True
244,155,128,False
37,219,160,True
154,98,180,False
113,51,250,False
232,141,176,False
250,53,162,False
90,197,238,False
119,164,165,False
12,220,139,True
146,222,241,False
64,222,154,True
86,114,168,False
179,123,9,False
58,213,74,True
60,21,83,False
12,56,167,False
42,203,202,True
225,106,187,False
227,107,140,False
243,215,245,False
132,189,28,True
80,118,43,True
40,129,67,True
87,225,118,True
121,34,235,False
254,160,0,False
39,128,218,False
17,226,64,True
171,100,32,False
253,249,180,False
22,131,8,True
145,79,181,False
143,190,195,False
82,71,175,False
217,11,36,False
185,145,63,False
244,104,25,False
93,23,193,False
70,241,214,True
10,16,108,False
175,214,134,True
220,158,10,False
85,103,61,True
87,78,92,False
255,91,217,False
89,7,222,False
128,49,163,False
185,211,15,True
171,150,191,False
10,1,190,False
234,193,120,False
173,241,127,True
34,9,121,False
200,200,239,False
233,87,71,False
235,44,240,False
139,61,67,False
180,154,62,False
210,173,92,False
188,22,107,False
151,19,235,False
122,227,32,True
23,37,207,False
227,51,16,False
125,153,92,True
146,74,230,False
47,226,149,True
148,49,36,False
66,35,70,False
139,174,195,False
7,2,158,False
124,176,131,True
48,207,106,True
168,125,49,False
40,107,184,False
212,219,137,True
220,65,156,False
186,48,104,False
79,0,111,False
25,11,253,False
24,43,194,False
203,39,215,False
235,30,43,False
63,214,119,True
25,113,1,True
68,148,17,True
212,0,64,False
74,171,75,True
184,51,189,False
199,169,226,False
131,63,17,False
145,188,153,True
166,35,125,False
119,176,216,False
18,79,47,True
147,153,205,False
144,221,240,False
200,215,50,True
41,66,183,False
185,7,146,False
188,252,0,True
241,193,143,False
41,211,124,True
242,161,91,False
164,30,235,False
10,10,44,False
224,78,201,False
58,218,44,True
189,159,248,False
148,206,93,True
27,101,18,True
89,7,195,False
251,193,212,False
212,58,14,False
163,111,118,False
118,234,238,False
242,210,192,False
216,189,118,False
216,92,235,False
87,201,247,False
225,245,99,True
170,49,207,False
10,205,167,True
128,19,243,False
36,95,31,True
63,204,83,True
200,121,24,False
157,173,21,True
78,235,116,True
176,76,35,False
112,254,183,True
235,47,118,False
210,226,248,False
129,72,223,False
177,28,91,False
102,82,119,False
203,107,88,False
166,137,168,False
95,125,75,True
178,226,62,True
135,18,210,False
84,21,185,False
65,212,52,True
214,39,21,False
84,231,84,True
48,102,127,False
61,13,181,False
236,1,180,False
74,91,143,False
37,167,180,False
152,140,242,False
212,180,120,False
135,36,51,False
160,234,46,True
221,69,111,False
88,73,101,False
197,190,143,False
34,62,41,True
255,233,89,False
31,218,161,True
44,104,113,False
60,105,238,False
14,197,206,False
83,211,34,True
207,127,253,False
129,153,183,False
80,169,247,False
222,60,135,False
91,103,49,True
97,52,144,False
205,215,201,True
88,171,160,True
73,219,140,True
163,144,182,False
132,206,246,False
140,122,192,False
145,95,159,False
244,34,93,False
59,7,242,False
84,149,143,True
232,208,15,False
237,76,74,False
191,104,138,False
40,115,133,False
188,248,89,True
77,116,220,False
95,178,66,True
213,107,141,False
62,224,186,True
120,95,210,False
58,229,69,True
147,235,202,True
106,135,228,False
34,68,135,False
84,160,208,False
81,39,172,False
34,67,20,True
126,213,88,True
194,242,104,True
68,165,157,True
220,150,32,False
80,157,228,False
43,97,169,False
217,175,239,False
144,228,45,True
118,40,128,False
13,154,138,True
188,255,195,True
59,46,42,False
143,133,142,False
130,175,225,False
79,85,4,True
188,218,153,True
104,42,44,False
190,250,1,True
87,122,215,False
127,10,168,False
158,67,79,False
76,23,20,False
146,238,88,True
56,57,200,False
100,193,82,True
82,220,249,False
94,92,49,True
49,180,20,True
175,231,220,True
212,9,160,False
141,104,130,False
43,71,218,False
146,208,96,True
145,59,4,False
235,29,254,False
121,51,168,False
204,46,163,False
16,193,209,False
48,73,67,True
13,193,98,True
114,211,65,True
3,109,103,True
17,72,58,True
66,130,234,False
254,120,102,False
165,246,118,True
77,212,197,True
252,74,187,False
119,27,65,False
228,39,65,False
14,1,163,False
173,131,213,False
18,20,234,False
99,194,250,False
154,9,208,False
122,158,157,True
174,161,107,False
5,247,200,True
78,255,95,True
82,67,48,False
189,140,66,False
28,100,32,True
217,230,164,True
197,199,51,True
121,134,44,True
120,2,82,False
123,125,160,False
95,15,218,False
90,146,130,True
226,89,56,False
136,198,30,True
137,71,193,False
156,132,119,False
155,83,122,False
116,67,223,False
199,224,159,True
237,66,246,False
116,35,38,False
232,220,243,False
249,183,183,False
3,243,93,True
230,212,251,False
43,61,13,True
104,116,46,True
88,28,170,False
243,86,47,False
50,154,148,True
176,36,92,False
148,84,138,False
189,230,73,True
221,135,17,False
47,152,38,True
47,44,84,False
58,156,194,False
247,6,110,False
211,0,91,False
65,34,56,False
229,206,94,False
62,233,235,False
63,222,252,False
121,75,175,False
101,195,215,False
215,105,69,False
222,253,50,True
36,107,91,True
33,1,182,False
152,14,148,False
4,241,157,True
224,24,20,False
147,198,237,False
5,74,23,True
190,8,180,False
3,93,251,False
81,33,10,False
173,199,5,True
243,54,78,False
127,72,64,False
46,175,213,False
222,175,207,False
111,115,207,False
192,76,171,False
42,126,204,False
104,205,182,True
235,132,60,False
71,52,240,False
115,208,156,True
60,134,219,False
208,92,81,False
83,12,251,False
143,104,35,False
94,100,42,True
217,99,171,False
70,138,254,False
64,180,28,True
217,255,15,True
250,5,174,False
48,7,31,False
100,139,76,True
77,66,104,False
135,239,169,True
9,230,66,True
106,26,197,False
118,220,149,True
134,21,204,False
69,153,33,True
246,230,130,False
154,110,239,False
211,125,12,False
246,27,54,False
159,120,206,False
215,75,223,False
130,55,126,False
123,191,78,True
86,185,102,True
84,196,101,True
116,213,238,False
234,46,118,False
183,206,169,True
219,185,178,False
245,143,38,False
27,174,96,True
217,97,0,False
85,201,107,True
173,232,87,True
252,194,32,False
142,169,172,False
93,3,241,False
215,165,115,False
247,49,126,False
47,2,143,False
88,41,54,False
50,178,211,False
135,187,126,True
28,226,156,True
46,201,29,True
110,149,164,False
124,243,190,True
122,102,236,False
110,153,102,True
25,216,185,True
112,58,85,False
207,255,145,True
28,222,224,False
16,55,172,False
158,80,107,False
150,175,132,True
194,21,151,False
106,51,187,False
13,196,41,True
41,71,59,True
102,129,178,False
170,29,38,False
179,166,222,False
32,117,137,False
159,38,246,False
95,229,163,True
252,192,23,False
4,159,203,False
17,106,207,False
105,223,17,True
84,104,46,True
116,199,191,True
104,32,237,False
157,164,95,True
15,198,221,False
102,59,250,False
242,63,40,False
206,134,231,False
40,224,163,True
132,188,233,False
100,117,189,False
13,200,52,True
235,129,204,False
183,8,184,False
119,28,142,False
144,43,8,False
152,11,192,False
185,133,114,False
110,129,65,True
164,97,122,False
61,55,224,False
53,103,45,True
149,5,50,False
142,153,149,True
63,139,159,False
162,221,26,True
95,64,185,False
8,188,92,True
152,178,94,True
191,51,186,False
233,31,60,False
236,96,65,False
79,94,140,False
21,29,133,False
227,44,167,False
47,184,151,True
131,66,107,False
29,240,132,True
7,17,216,False
100,38,153,False
202,245,35,True
129,21,226,False
141,181,115,True
160,106,28,False
23,174,142,True
171,94,123,False
157,246,82,True
133,192,226,False
104,230,74,True
138,48,214,False
44,210,158,True
94,236,57,True
145,203,104,True
53,40,75,False
129,13,222,False
77,176,34,True
142,149,107,True
83,152,122,True
149,250,209,True
194,62,58,False
246,56,126,False
210,71,102,False
43,129,246,False
75,243,20,True
195,22,243,False
203,120,91,False
12,48,93,False
105,110,7,True
209,228,162,True
17,171,162,True
165,197,158,True
63,220,208,True
13,175,13,True
33,96,233,False
131,110,83,False
112,155,206,False
4,40,220,False
28,120,208,False
37,172,31,True
210,178,114,False
232,252,131,True
203,80,204,False
73,10,80,False
113,59,150,False
99,217,18,True
78,118,3,True
186,176,87,False
22,244,53,True
148,93,208,False
53,58,207,False
206,9,119,False
197,22,86,False
174,168,101,False
247,119,220,False
64,150,126,True
122,149,252,False
120,248,221,True
42,207,252,False
211,190,115,False
133,122,92,False
14,66,168,False
25,154,7,True
184,33,151,False
244,42,186,False
235,4,22,False
138,114,135,False
250,164,126,False
95,248,180,True
234,110,218,False
120,165,67,True
233,34,149,False
212,201,92,False
181,56,170,False
78,70,6,False
101,118,34,True
56,108,118,False
78,126,53,True
129,92,140,False
105,144,211,False
211,86,187,False
55,252,44,True
125,2,63,False
142,116,202,False
207,215,242,False
251,17,59,False
253,131,24,False
29,212,164,True
249,224,225,False
39,187,230,False
175,101,75,False
213,0,114,False
238,59,213,False
27,174,143,True
186,132,248,False
241,67,215,False
185,170,211,False
213,66,158,False
9,30,247,False
15,23,40,False
56,190,186,True
107,201,1,True
11,192,67,True
2,48,41,True
29,70,117,False
129,243,40,True
252,217,166,False
138,63,128,False
61,47,119,False
198,7,199,False
54,54,89,False
56,99,90,True
133,181,91,True
153,28,152,False
34,168,5,True
151,183,2,True
48,211,211,False
5,124,209,False
23,131,118,True
136,182,80,True
23,218,12,True
100,39,180,False
188,65,171,False
121,9,107,False
230,219,175,False
31,194,121,True
42,17,140,False
241,247,223,True
42,168,152,True
156,22,107,False
175,71,14,False
108,139,128,True
53,23,230,False
206,244,31,True
181,248,176,True
43,222,103,True
238,235,28,False
110,147,12,True
17,140,150,False
199,170,177,False
6,246,141,True
84,6,192,False
239,95,166,False
55,167,124,True
253,35,95,False
46,162,61,True
196,185,99,False
43,116,66,True
166,72,226,False
170,165,51,False
136,174,157,True
87,183,24,True
75,2,50,False
158,232,225,True
145,93,189,False
255,90,85,False
83,153,202,False
112,101,45,False
62,54,250,False
217,186,18,False
114,198,51,True
52,11,194,False
222,188,78,False
125,41,130,False
87,155,179,False
174,158,71,False
152,41,117,False
85,56,112,False
44,83,152,False
88,239,47,True
170,138,209,False
250,153,35,False
78,141,142,False
190,95,15,False
101,170,180,False
123,205,82,True
0,43,51,False
188,201,9,True
208,42,93,False
185,140,42,False
87,100,28,True
85,197,208,False
134,76,56,False
202,42,236,False
218,212,221,False
243,67,189,False
166,213,38,True
206,201,225,False
132,249,129,True
20,91,42,True
216,95,233,False
52,80,200,False
234,232,172,False
69,172,250,False
7,116,145,False
37,85,116,False
57,146,162,False
223,226,34,True
154,22,214,False
98,6,191,False
33,87,240,False
12,232,26,True
188,175,105,False
120,249,153,True
242,185,76,False
248,71,151,False
236,253,34,True
8,216,193,True
131,176,75,True
42,70,102,False
44,114,37,True
208,212,233,False
156,192,58,True
218,224,68,True
78,225,187,True
218,61,73,False
99,159,238,False
75,106,185,False
61,223,146,True
145,107,129,False
250,195,115,False
10,5,77,False
224,115,172,False
143,23,89,False
81,23,88,False
246,228,136,False
91,53,198,False
139,249,135,True
81,3,30,False
51,36,158,False
40,142,170,False
149,109,186,False
247,235,193,False
89,179,37,True
156,166,198,False
122,145,212,False
151,64,12,False
253,196,210,False
101,14,116,False
20,43,34,True
46,5,175,False
196,206,19,True
99,102,177,False
82,98,26,True
242,170,239,False
43,226,112,True
134,143,251,False
148,152,110,True
154,33,252,False
110,72,183,False
106,24,129,False
202,61,78,False
201,20,213,False
187,3,206,False
139,217,232,False
130,250,129,True
54,9,8,False
182,118,9,False
69,138,57,True
112,171,227,False
66,214,180,True
57,31,169,False
229,161,136,False
12,243,219,True
130,67,106,False
79,224,199,True
53,32,7,False
225,227,211,True
253,135,168,False
217,65,100,False
110,177,202,False
185,201,109,True
76,149,111,True
173,255,111,True
200,28,108,False
81,78,114,False
255,116,110,False
115,18,198,False
127,215,143,True
173,54,148,False
156,221,75,True
239,131,63,False
147,25,191,False
26,177,20,True
142,45,213,False
204,63,236,False
254,194,235,False
209,48,151,False
146,51,255,False
167,207,11,True
49,188,37,True
228,121,58,False
137,40,44,False
50,195,246,False
206,243,147,True
88,46,139,False
87,66,36,False
156,134,105,False
103,134,126,True
119,216,64,True
108,251,168,True
90,231,196,True
95,96,145,False
36,169,167,True
5,125,58,True
73,159,147,True
6,155,201,False
168,166,65,False
113,94,199,False
13,210,218,False
213,220,99,True
223,224,211,True
125,196,91,True
7,98,251,False
104,3,119,False
33,48,103,False
86,216,187,True
174,93,7,False
129,86,117,False
4,82,153,False
212,25,197,False
200,150,230,False
155,19,78,False
177,41,181,False
32,227,14,True
190,116,40,False
66,24,88,False
148,31,192,False
46,99,19,True
58,187,31,True
59,133,14,True
247,32,109,False
205,137,37,False
35,253,230,True
239,138,84,False
180,68,82,False
49,76,209,False
244,210,196,False
33,17,94,False
41,137,102,True
47,238,221,True
35,11,3,False
55,31,1,False
218,28,229,False
217,202,10,False
197,200,247,False
147,111,153,False
92,5,232,False
73,255,204,True
81,76,214,False
251,162,112,False
92,157,24,True
76,78,20,True
12,219,237,False
36,83,106,False
94,27,98,False
92,79,248,False
7,42,144,False
121,32,220,False
74,183,254,False
189,59,194,False
3,144,199,False
63,106,164,False
176,13,204,False
107,162,56,True
216,237,152,True
7,186,136,True
217,69,29,False
56,133,27,True
104,35,128,False
87,146,178,False
173,120,219,False
35,47,234,False
46,89,63,True
131,239,252,False
20,115,106,True
99,154,89,True
193,162,110,False
118,43,117,False
11,186,8,True
112,147,229,False
63,175,148,True
210,168,147,False
76,198,151,True
9,153,161,False
142,76,244,False
106,243,227,True
210,53,52,False
192,105,39,False
209,40,196,False
202,82,58,False
195,13,107,False
249,194,63,False
69,82,92,False
125,161,167,False
56,29,168,False
52,123,250,False
186,167,240,False
71,73,139,False
155,34,126,False
250,0,67,False
251,54,219,False
90,82,57,True
22,51,102,False
45,251,172,True
102,245,116,True
194,70,133,False
253,235,248,False
253,82,234,False
44,214,51,True
231,154,26,False
7,31,141,False
145,140,47,False
131,205,59,True
108,188,18,True
159,61,100,False
135,130,176,False
73,120,119,True
10,93,155,False
41,251,94,True
126,80,211,False
43,19,80,False
171,150,219,False
131,57,80,False
14,84,244,False
208,255,19,True
42,45,137,False
153,196,185,True
211,186,177,False
54,80,159,False
69,196,79,True
208,113,218,False
208,142,3,False
211,84,132,False
69,49,162,False
138,50,217,False
50,177,182,False
244,21,111,False
94,97,20,True
217,150,69,False
237,190,95,False
61,97,15,True
33,213,71,True
209,73,202,False
197,10,106,False
94,71,150,False
24,24,7,False
97,233,229,True
169,203,175,True
14,32,34,False
85,20,85,False
141,108,155,False
240,230,225,False
58,19,14,False
117,27,26,False
145,127,226,False
21,188,2,True
230,182,87,False
139,117,46,False
52,68,235,False
135,233,82,True
230,9,50,False
7,182,229,False
242,203,80,False
210,107,116,False
43,106,216,False
253,11,10,False
219,120,123,False
189,125,232,False
202,41,135,False
232,138,53,False
80,88,93,False
242,164,217,False
61,199,222,False
18,241,174,True
229,49,184,False
100,214,7,True
118,123,215,False
79,187,199,False
54,109,146,False
73,190,65,True
95,244,3,True
16,95,19,True
63,133,106,True
214,212,107,False
68,49,204,False
131,67,20,False
119,83,152,False
70,52,22,False
113,240,165,True
57,189,85,True
168,196,135,True
2,113,86,True
60,58,53,False
186,53,9,False
82,153,161,False
135,45,201,False
193,51,233,False
251,237,135,False
199,83,108,False
64,175,133,True
250,73,50,False
142,236,49,True
3,110,182,False
206,195,75,False
40,43,95,False
237,93,126,False
163,166,12,True
58,55,12,False
248,107,56,False
121,225,219,True
210,86,161,False
89,186,150,True
84,206,179,True
57,203,15,True
161,253,11,True
148,58,105,False
219,44,196,False
16,31,210,False
247,180,60,False
106,56,240,False
18,192,27,True
38,160,253,False
26,93,48,True
22,235,221,True
61,247,24,True
59,105,73,True
76,98,57,True
131,122,192,False
72,93,236,False
220,11,210,False
14,156,56,True
141,77,19,False
123,132,98,True
100,18,183,False
164,62,18,False
174,143,8,False
202,222,67,True
158,25,189,False
92,14,147,False
9,95,63,True
179,101,151,False
238,181,179,False
76,214,61,True
57,174,57,True
115,212,192,True
85,103,228,False
176,57,110,False
230,10,41,False
43,153,171,False
149,144,239,False
30,169,151,True
79,59,187,False
213,28,196,False
23,133,30,True
16,244,56,True
122,38,107,False
251,234,92,False
36,248,0,True
229,161,47,False
199,232,70,True
200,95,137,False
158,130,243,False
136,205,97,True
190,199,66,True
10,133,233,False
226,80,247,False
198,99,92,False
88,16,142,False
14,4,163,False
160,114,113,False
135,53,109,False
136,217,74,True
49,52,233,False
251,222,66,False
193,66,190,False
15,15,56,False
220,148,113,False
173,170,199,False
137,95,166,False
156,159,166,False
52,70,245,False
9,200,98,True
236,241,174,True
236,172,222,False
88,247,235,True
142,139,41,False
215,237,124,True
184,199,137,True
135,171,119,True
191,142,236,False
167,60,9,False
33,103,2,True
107,180,60,True
37,123,97,True
166,22,186,False
34,171,92,True
53,252,98,True
83,65,100,False
129,217,226,False
94,161,86,True
47,220,156,True
48,208,19,True
229,73,150,False
14,5,39,False
76,129,121,True
223,184,128,False
133,28,11,False
203,42,63,False
44,17,241,False
120,18,241,False
14,226,189,True
53,236,67,True
193,101,180,False
218,237,164,True
176,34,35,False
54,199,152,True
14,66,228,False
223,126,187,False
248,177,161,False
158,131,89,False
61,112,83,True
219,89,202,False
206,25,80,False
5,3,82,False
50,137,117,True
192,169,115,False
154,129,96,False
222,26,94,False
170,128,101,False
133,8,178,False
152,146,49,False
185,30,93,False
181,195,167,True
97,44,144,False
243,51,144,False
209,159,163,False
249,253,215,True
130,193,219,False
250,63,115,False
139,157,153,True
1,151,242,False
165,186,30,True
242,90,140,False
117,98,33,False
24,254,71,True
5,233,157,True
238,101,249,False
34,5,213,False
197,209,59,True
160,138,41,False
160,211,71,True
111,135,128,True
10,145,173,False
167,192,160,True
164,182,45,True
153,204,120,True
115,233,97,True
82,165,152,True
80,5,59,False
113,96,101,False
145,156,254,False
47,113,255,False
99,100,39,True
122,39,36,False
166,18,63,False
221,115,49,False
66,96,214,False
157,164,239,False
197,128,249,False
16,188,205,False
63,95,41,True
212,182,60,False
235,132,126,False
61,109,22,True
115,116,32,True
28,99,104,False
60,110,237,False
194,217,126,True
81,144,91,True
222,2,12,False
73,198,26,True
103,198,103,True
88,105,140,False
34,89,211,False
215,219,197,True
145,144,54,False
76,109,172,False
234,192,102,False
62,130,66,True
177,238,132,True
162,121,17,False
3,124,101,True
185,248,123,True
221,35,68,False
120,37,242,False
161,145,185,False
174,95,182,False
169,253,15,True
76,198,184,True
58,45,156,False
55,246,47,True
84,128,153,False
95,30,228,False
61,104,199,False
15,107,95,True
219,51,39,False
11,124,227,False
234,176,220,False
255,146,122,False
183,80,67,False
23,162,77,True
237,228,173,False
57,228,161,True
178,78,122,False
138,180,216,False
168,44,186,False
206,121,254,False
74,49,227,False
201,173,44,False
193,8,127,False
208,105,46,False
255,122,193,False
191,57,65,False
171,47,121,False
93,29,57,False
218,52,34,False
98,83,245,False
209,142,207,False
231,97,173,False
219,39,68,False
23,88,44,True
251,133,164,False
67,166,99,True
76,76,5,False
101,252,28,True
34,184,63,True
164,64,8,False
105,136,54,True
74,144,42,True
114,240,211,True
28,1,57,False
254,59,175,False
111,251,73,True
200,26,242,False
92,40,200,False
183,11,75,False
175,101,164,False
158,71,10,False
151,176,62,True
82,178,124,True
100,17,139,False
118,254,81,True
140,220,16,True
170,16,136,False
131,224,153,True
205,99,110,False
124,103,184,False
195,158,251,False
245,100,129,False
245,61,49,False
241,185,222,False
154,144,147,False
197,49,188,False
180,240,253,False
253,90,108,False
225,193,116,False
187,137,41,False
49,235,76,True
50,127,147,False
27,255,90,True
9,213,237,False
48,172,216,False
191,11,16,False
217,90,94,False
46,171,250,False
61,139,130,True
224,162,191,False
205,153,203,False
15,214,213,True
220,27,167,False
35,179,78,True
245,237,34,False
112,88,45,False
83,120,71,True
134,151,231,False
209,153,245,False
218,103,144,False
246,19,131,False
72,179,22,True
252,122,63,False
60,245,228,True
166,131,213,False
136,109,155,False
1,75,77,False
224,237,186,True
210,56,124,False
37,155,212,False
228,19,68,False
0,115,14,True
145,174,28,True
227,177,8,False
42,231,123,True
230,48,64,False
226,234,81,True
122,23,208,False
54,249,24,True
4,23,183,False
23,210,131,True
143,29,163,False
99,16,211,False
136,21,218,False
120,36,99,False
137,251,248,True
195,134,71,False
57,98,46,True
53,182,4,True
8,99,206,False
248,77,198,False
36,13,162,False
150,42,137,False
177,117,221,False
192,115,38,False
67,143,236,False
111,207,36,True
23,40,111,False
126,232,107,True
112,194,113,True
129,200,147,True
193,21,175,False
125,57,139,False
127,255,216,True
188,251,248,True
125,149,92,True
77,156,26,True
33,5,193,False
35,238,238,False
92,27,118,False
106,124,90,True
158,125,83,False
139,161,89,True
249,153,217,False
33,1,13,False
55,58,41,True
163,48,248,False
201,187,77,False
0,175,102,True
185,111,3,False
189,230,175,True
52,25,137,False
211,141,251,False
14,193,254,False
87,199,126,True
49,181,150,True
249,154,9,False
147,225,55,True
49,144,147,False
145,178,8,True
9,98,84,True
10,171,219,False
182,227,142,True
151,2,187,False
253,164,107,False
15,117,58,True
165,226,15,True
64,167,192,False
177,58,144,False
112,45,41,False
148,131,113,False
245,85,80,False
239,7,50,False
121,114,40,True
246,153,228,False
245,231,135,False
32,134,79,True
123,53,160,False
62,177,243,False
143,43,227,False
24,224,107,True
226,150,92,False
179,195,180,True
212,183,80,False
114,237,251,False
252,150,128,False
67,48,211,False
66,11,7,False
69,253,12,True
42,164,113,True
30,171,162,True
209,186,201,False
153,86,13,False
199,243,210,True
134,3,103,False
73,88,47,True
50,250,186,True
192,249,196,True
126,184,63,True
248,33,88,False
100,246,192,True
233,41,170,False
63,37,192,False
144,121,71,False
246,90,208,False
222,66,152,False
83,38,246,False
2,102,74,True
39,254,245,True
224,248,64,True
7,228,82,True
103,223,145,True
236,191,223,False
51,222,242,False
131,190,226,False
255,160,242,False
40,193,202,False
49,50,83,False
240,218,33,False
213,73,171,False
51,112,148,False
62,204,214,False
46,125,104,True
112,64,155,False
69,249,111,True
185,71,42,False
49,121,199,False
233,141,128,False
253,105,168,False
169,251,36,True
38,109,59,True
205,56,225,False
110,150,135,True
86,163,122,True
204,237,53,True
116,95,185,False
225,141,197,False
52,207,160,True
16,36,79,False
198,226,120,True
189,129,252,False
6,220,123,True
51,62,121,False
74,135,166,False
99,243,151,True
9,189,226,False
223,209,167,False
86,51,243,False
73,183,41,True
81,165,183,False
148,57,70,False
255,44,184,False
193,119,215,False
32,6,98,False
174,62,145,False
237,181,47,False
102,145,76,True
38,254,144,True
46,217,57,True
203,154,168,False
113,95,103,False
178,38,235,False
105,103,123,False
89,20,196,False
117,221,122,True
81,52,199,False
51,225,18,True
21,111,185,False
137,242,216,True
150,220,255,False
21,148,175,False
8,126,68,True
183,99,212,False
53,58,164,False
86,216,219,False
54,170,44,True
183,178,217,False
243,94,127,False
58,73,242,False
228,60,242,False
55,141,125,True
153,21,10,False
146,233,34,True
110,82,219,False
241,183,55,False
28,178,201,False
35,43,185,False
86,146,135,True
110,216,128,True
48,95,183,False
15,179,56,True
18,69,39,True
87,86,104,False
14,29,61,False
229,243,55,True
238,34,172,False
182,1,45,False
93,171,4,True
253,0,154,False
244,167,177,False
197,248,201,True
23,136,122,True
211,103,253,False
189,195,170,True
133,18,67,False
133,219,83,True
81,175,7,True
237,43,111,False
145,255,109,True
186,149,195,False
223,119,242,False
139,215,217,False
251,187,123,False
219,33,10,False
47,123,133,False
166,22,44,False
102,180,255,False
68,117,218,False
52,249,169,True
94,236,219,True
208,79,187,False
127,254,126,True
203,50,246,False
201,167,168,False
200,211,62,True
80,137,43,True
92,191,45,True
36,223,99,True
191,45,64,False
113,48,195,False
254,4,208,False
78,183,52,True
227,142,184,False
104,227,123,True
163,24,72,False
